transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCEQRT1024G12.g;GS1_AS_00606_15579;SCEQRT1024G12.g_AS;AS;;;6,7652;;7,4834;7,469;;;6,2935;;;;7,6038;8,3831;;7,0334;6,7856;6,9331;;;;8,8656;6,1756;6,986;;;5,8455;;7,7032;7,746
SCCCLR1048F03.g;GS1_AS_00604_17301;SCCCLR1048F03.g_AS;AS;6,6174;;;;;;;;;;;;;;;;;;;;;6,3269;;;;;;;;7,0355
SCUTAM2005B05.g;GS1_AS_04564_21610;SCUTAM2005B05.g_AS;AS;6,3067;;6,9276;;7,539;7,4179;;;6,1227;7,0986;;;7,6022;7,9836;;6,9686;7,0888;;;;5,8814;8,18;6,7246;6,8187;;;;;7,659;7,7371
SCQGAM2026G09.g;GS1_AS_04574_16337;SCQGAM2026G09.g_AS;AS;5,6411;;7,0532;;6,8766;;;;6,7057;;;;6,8691;7,5112;;6,8871;6,8416;;;;;7,8094;;7,4289;;;;;7,2567;6,9538
SCEZAD1081B12.g;GS1_SS_21458_04985;SCEZAD1081B12.g_SS;SS;7,3644;;7,04;;8,834;9,1685;7,2411;7,4971;;;7,3632;;8,6522;9,1242;7,0374;7,2144;6,6908;;6,9968;7,5112;8,8466;8,737;7,3692;7,4893;6,7043;6,6598;6,9842;7,4522;9,1705;8,8067
SCCCAM2C07F12.g;GS1_AS_04544_07595;SCCCAM2C07F12.g_AS;AS;;;;;;;;;;;;;;;;;6,2328;;;;6,8756;7,2683;;;;;;;5,9446;
SCRLAD1138H08.g;GS1_SS_21462_06504;SCRLAD1138H08.g_SS;SS;5,702;;;;;;;;;;6,8277;7,3543;;6,671;6,2223;6,479;;;;7,0185;;7,1497;6,6368;;6,3085;7,066;6,7276;7,3992;6,3963;6,3691
SCCCRT1002D04.g;GS1_AS_04538_19991;SCCCRT1002D04.g_AS;AS;11,2213;11,4157;10,9905;11,1347;9,0093;9,6352;11,766;11,3788;10,76;11,0187;10,7904;10,4727;9,1278;10,2822;10,5463;11,2541;10,0364;9,7304;10,113;10,0926;10,2496;10,2962;11,392;10,9425;10,432;10,698;10,2046;10,4454;8,9978;8,973
SCRLAD1137E12.g;GS1_SS_21453_08005;SCRLAD1137E12.g_SS;SS;8,2254;8,519;8,4962;8,216;6,8801;6,6649;8,4164;8,3414;7,814;7,8964;8,2996;8,3888;7,1257;6,5498;8,2016;8,2508;7,9694;7,8226;7,8068;7,913;6,8432;6,7795;8,406;8,0099;8,6327;8,832;8,5244;8,4422;7,2174;6,7653
SCRLAD1137F01.g;GS1_SS_21454_10435;SCRLAD1137F01.g_SS;SS;10,9966;11,0358;11,0344;10,5434;11,5054;11,7216;10,9826;10,7995;10,8644;10,971;11,6085;11,8219;11,4158;12,0897;10,358;10,955;10,8914;10,9675;10,9124;11,5001;11,7513;11,5144;10,9274;11,5242;10,9224;11,4296;11,8304;12,1063;12,1384;11,9252
SCMCLR1123B01.g;GS1_SS_21470_13115;SCMCLR1123B01.g_SS;SS;13,1401;13,3254;11,4634;12,0514;;;12,2929;12,5572;11,3298;11,8046;6,808;7,295;;;12,5572;12,7386;11,7438;10,81;7,141;7,7923;;;12,7918;12,6304;12,6238;12,5837;8,9824;8,1486;5,8321;
SCVPRZ3030A05.g;GS1_SS_21472_09691;SCVPRZ3030A05.g_SS;SS;9,5316;9,0545;9,476;9,5064;11,6324;14,1914;8,3357;8,1702;8,9073;8,8526;10,536;10,0954;12,0026;10,6201;9,268;9,5828;8,8296;9,064;10,7605;11,2236;12,9586;12,4722;10,038;10,6516;9,788;9,9103;11,3182;12,4914;12,4825;14,5637
SCSGRT2065H01.g;GS1_SS_21469_09234;SCSGRT2065H01.g_SS;SS;7,0542;7,3056;6,5438;;;;7,8356;7,3308;6,3289;;;;;;7,3456;7,4118;;;;;;;7,2706;6,8757;7,0118;;6,16;;;
SCEPRZ1011G07.g;GS1_SS_21473_12042;SCEPRZ1011G07.g_SS;SS;12,6349;12,7674;11,9802;11,8747;11,9683;12,2016;12,6586;12,5139;11,8159;11,8955;12,6624;12,9945;11,281;12,1127;12,0159;12,496;11,7722;11,7954;12,1932;12,6018;12,1556;12,2839;12,4631;12,6251;12,3191;12,557;12,8485;12,7808;12,573;12,2592
SCCCLB1C04A11.g;GS1_AS_04533_18664;SCCCLB1C04A11.g_AS;AS;;;;;6,9238;;;;;;;;;;;;;;;;;;;;;;;;;
SCMCAM2084D04.g;GS1_AS_04535_21264;SCMCAM2084D04.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,7016;;;;;;;5,7914;
SCCCLR2002H06.g;GS1_AS_04531_01474;SCCCLR2002H06.g_AS;AS;8,3673;8,5708;7,9537;7,13;7,095;7,3161;8,896;9,0245;7,6036;7,54;10,2585;10,1225;7,2686;8,0696;8,4288;9,2008;7,1643;7,5928;9,6945;9,7386;7,3897;7,4985;8,1171;8,2068;8,7854;8,958;9,9034;9,6032;8,1598;7,211
SCEZAM1079D02.g;GS1_AS_04532_16148;SCEZAM1079D02.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,5715;;;;;;;;6,6419
SCCCCL4010A01.g;GS1_AS_04523_06897;SCCCCL4010A01.g_AS;AS;;;;;;;;;;;;;;;5,839;;;;;;;6,274;;;;;6,0393;;5,9234;
SCRLAD1137E01.g;GS1_SS_21452_13882;SCRLAD1137E01.g_SS;SS;9,9068;10,0924;9,1964;8,9067;8,699;8,8724;10,3131;10,1936;9,1562;9,3808;10,0171;10,061;8,9056;9,365;9,7632;10,1923;8,8523;8,8164;9,4648;9,6889;8,9463;8,86;9,4584;9,7824;9,1528;9,5332;9,5546;9,5336;9,505;9,0132
SCMCAM2083H07.g;GS1_AS_04515_02932;SCMCAM2083H07.g_AS;AS;6,9757;7,3775;6,9434;6,9185;6,6668;7,2225;7,4697;7,4398;6,8748;;7,6923;8,9562;;6,9072;6,843;7,345;6,9745;7,495;8,6562;8,3349;7,2092;6,8016;7,589;7,3431;7,192;8,5133;8,208;8,8946;7,7064;6,8911
SCCCRT1002B09.g;GS1_AS_04518_18066;SCCCRT1002B09.g_AS;AS;;;;;6,2652;;;;;;;;;6,4338;;;;;;;;7,0432;;;;;;;6,5951;
SCBGST3106F04.g;GS1_SS_21476_09815;SCBGST3106F04.g_SS;SS;13,302;13,239;13,6458;13,4068;11,5814;11,7116;13,099;12,9128;13,4086;13,2449;14,1383;13,7261;11,5347;12,2204;12,8652;13,3378;13,3658;13,6534;14,0076;13,8704;12,233;12,104;13,533;13,2992;13,2358;13,3639;13,925;13,8139;12,5887;11,9328
SCSFFL4015E10.g;GS1_SS_21477_11609;SCSFFL4015E10.g_SS;SS;9,3213;9,913;7,6145;7,7126;6,0454;;9,6148;9,742;7,7891;8,1302;6,0151;;;;9,1376;9,5282;7,4922;;;;;6,4704;8,8646;8,7452;8,0166;7,9651;6,3848;;;
SCSFFL4015F01.g;GS1_SS_21478_12978;SCSFFL4015F01.g_SS;SS;11,9043;12,0561;11,7348;11,6635;10,4668;10,2431;11,9743;11,6201;11,538;11,7406;12,6178;12,2632;9,7964;10,9956;11,1741;11,7711;11,372;11,5515;12,3597;12,2226;10,3553;10,4005;11,9966;11,718;11,5694;11,8676;12,2052;11,9555;10,9806;10,4544
SCCCAD1004C03.g;GS1_SS_21479_01623;SCCCAD1004C03.g_SS;SS;;;6,4304;;6,7377;;;;;;;;6,8091;7,3166;;;6,7008;;;;;6,9682;;;;;;;6,8332;6,9496
SCEPAM1017F04.g;GS1_SS_21482_04940;SCEPAM1017F04.g_SS;SS;12,9324;13,0714;12,8997;12,4416;12,3003;12,3782;13,0382;12,7912;12,6269;12,487;13,383;13,5018;12,3089;12,7789;12,5824;12,8091;12,5816;12,3358;12,7073;13,0137;12,3301;12,2603;13,0461;12,9209;12,8116;13,0071;13,5145;13,441;12,8762;12,6529
SCRLFL4025D06.g;GS1_SS_21483_17693;SCRLFL4025D06.g_SS;SS;11,8796;11,4073;11,2023;10,8594;7,897;7,7245;11,5168;11,1764;10,3581;10,9503;9,7636;10,2824;8,0486;8,268;11,3552;11,4294;11,4547;10,6534;9,178;9,6197;8,1478;8,2264;11,3306;12,0044;11,6918;11,8464;10,6145;10,2668;8,3222;8,4238
SCCCST1C03A05.g;GS1_SS_21484_14406;SCCCST1C03A05.g_SS;SS;14,3574;15,0664;14,063;14,0286;11,5293;12,2847;13,7044;14,4125;12,9222;12,9668;15,8717;15,9504;11,2219;11,8769;14,0135;14,946;13,5581;14,2224;15,3373;15,0749;11,525;12,335;12,8238;13,417;14,5192;15,0816;15,3022;15,8152;11,5636;12,0964
SCRLFL4025G12.g;GS1_SS_21486_09028;SCRLFL4025G12.g_SS;SS;8,2771;8,9028;12,0705;9,7788;8,0986;8,9446;8,0298;8,3235;10,201;7,7919;9,9135;12,842;7,6936;8,002;8,0046;7,9113;9,9035;11,0106;9,252;9,2357;8,0306;8,0464;8,2138;8,6138;9,8693;11,8287;11,9936;10,7246;8,5953;9,0651
SCMCAM2083G03.g;GS1_AS_04511_03902;SCMCAM2083G03.g_AS;AS;;;;;;;;;;;;;;6,4138;;;;;;;;;;;;;;;;
SCEQRZ3021A05.g;GS1_AS_04507_00039;SCEQRZ3021A05.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,2353;;;;;;;;
SCMCAM2083F04.g;GS1_AS_04508_08189;SCMCAM2083F04.g_AS;AS;;;;;;6,9824;;;;;;;;6,3386;;;;;;;;6,6753;;;;;6,0946;;6,0871;6,5055
SCMCAM2083G01.g;GS1_AS_04510_03722;SCMCAM2083G01.g_AS;AS;;;;;6,3145;;;;;;;;6,8121;7,1435;;;;;;;;7,0984;;;;;;;6,2318;6,5929
SCVPLR2012F11.g;GS1_AS_04487_21505;SCVPLR2012F11.g_AS;AS;;;7,2606;;6,8744;;;;6,374;;5,9418;;7,0136;6,9476;;;6,6759;;;;;7,5176;;7,4589;;;;;6,9087;6,6598
SCSBLB1033F10.g;GS1_AS_04489_05121;SCSBLB1033F10.g_AS;AS;;;;;;;;;;;6,6117;7,2202;;;;;;;6,8062;6,7444;;;;;;;6,276;6,5539;;
SCJLST1020H01.g;GS1_SS_21475_09258;SCJLST1020H01.g_SS;SS;10,2718;10,474;9,4038;9,5111;7,7274;7,9577;10,1168;10,0104;9,3914;9,1836;10,7022;10,0773;7,746;8,3626;10,1824;10,5933;9,4373;9,9094;11,1502;11,2197;8,6772;8,8072;9,8448;10,1938;9,9103;9,9982;10,6261;11,1139;8,5689;8,0296
SCSGRT2063H06.g;GS1_AS_04498_03409;SCSGRT2063H06.g_AS;AS;;;;;6,0334;;;;;;;;;;;;;;;;;7,1538;;;;;;;5,7822;
SCMCST3168G04.g;GS1_SS_21474_06186;SCMCST3168G04.g_SS;SS;5,7639;;9,1237;7,8217;;;;;7,8292;7,1742;7,5487;8,8065;;;;;8,0812;8,5898;7,3062;7,6201;5,8154;;;;9,0776;10,5707;9,4118;8,7986;6,9005;
SCQSAM2047D11.b;GS1_AS_04757_02822;SCQSAM2047D11.b_AS;AS;;;;;6,5353;7,1176;;;;;;;7,033;6,99;;;;;;;;7,9325;;;;;;;6,883;6,9022
SCEQLR1091E10.g;GS1_AS_04749_17331;SCEQLR1091E10.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;7,2521;;;;;;;;
SCQSAM2098B02.g;GS1_AS_04770_14850;SCQSAM2098B02.g_AS;AS;6,722;7,6964;;;;;6,6801;7,1316;;;6,2944;6,919;;6,1106;6,972;7,0656;6,1611;;;6,6432;;;6,2574;;6,5278;6,7448;6,6834;6,8738;5,7258;
SCCCCL3003A12.b;GS1_AS_04760_18738;SCCCCL3003A12.b_AS;AS;;;;;;;;;;;;;;6,8167;;;;;;;;6,752;;;;;;;6,7132;6,9636
SCCCCL4002G04.g;GS1_AS_04762_06288;SCCCCL4002G04.g_AS;AS;;;;;6,4437;;;;;;;;;;;;;;;;;6,3251;;;;;;;5,7783;
SCUTLR1058B04.g;GS1_AS_04719_17023;SCUTLR1058B04.g_AS;AS;;;;;;;;;;;;;;6,9553;;;6,5345;;;;;7,2794;;;;;;;6,6582;
SCCCLR1076F07.g;GS1_AS_04722_07805;SCCCLR1076F07.g_AS;AS;6,749;;7,4913;7,5394;9,9024;9,4809;6,8435;7,0381;7,4162;7,1378;7,2506;7,5294;9,0473;9,1942;6,3304;7,2211;7,9932;7,4907;7,0906;7,5792;9,8677;9,3129;6,6773;7,9294;7,6545;8,0998;8,155;8,2615;10,8692;10,3894
SCJLRZ1027C07.g;GS1_AS_04725_21035;SCJLRZ1027C07.g_AS;AS;5,791;;;;6,6792;;;;;;;;7,1771;7,1717;;;;;;;;7,041;;;;;;;6,9242;
SCJLAM2091G11.g;GS1_AS_04728_05454;SCJLAM2091G11.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,2444;;;;;;;6,0647;6,4055
SCEPRZ1008B01.g;GS1_AS_04738_02650;SCEPRZ1008B01.g_AS;AS;6,2936;;6,5552;;6,2193;;;6,9356;;;7,6012;7,7224;;6,7527;6,0612;6,7776;6,3764;;7,2351;7,6358;;6,686;7,0829;;7,1022;7,3294;8,0907;8,3373;6,641;
SCEQRT2026F02.g;GS1_AS_04717_15162;SCEQRT2026F02.g_AS;AS;;;;;5,9916;;;;;;;;;6,0631;;;;;;;;;;;;;;;;
SCRFLB1055H11.g;GS1_AS_04715_01332;SCRFLB1055H11.g_AS;AS;;;;;;;;;;;;;;6,8326;;;;;;;;7,0521;;;;;5,804;;5,7157;
SCJLST1019F05.g;GS1_SS_01255_12460;SCJLST1019F05.g_SS;SS;;;;;;;;;;;;;;;;;;;;;;6,3484;;;;;;;;
SCSFAD1072B04.g;GS1_SS_01253_06720;SCSFAD1072B04.g_SS;SS;9,4585;9,3256;9,2826;9,1294;9,7906;9,985;9,172;8,9982;8,6848;8,7494;10,0601;10,64;9,047;9,5049;8,6928;9,4281;8,7428;9,4618;9,2136;9,8763;9,7645;9,4792;9,1032;9,28;9,2793;9,8084;10,1642;10,6046;10,4498;9,5446
SCSFAD1072G09.g;GS1_SS_01262_02057;SCSFAD1072G09.g_SS;SS;10,7582;10,8182;11,2686;10,6381;10,5076;10,8297;10,4228;10,4486;10,9402;10,5137;12,9194;13,7512;10,7014;11,2343;10,4596;11,2259;11,2684;12,2342;11,9072;12,377;11,1988;10,967;10,4882;11,305;11,0316;11,7332;12,9389;12,7858;11,4604;11,1383
SCEZRZ3094H12.g;GS1_SS_01261_14473;SCEZRZ3094H12.g_SS;SS;;;6,9568;;6,7055;6,8065;;;6,6434;;;;7,1489;7,5576;;6,9713;6,9411;;;;6,1623;7,578;6,5755;7,2487;;;;;7,2934;7,241
SCJFRZ2005F08.g;GS1_SS_01259_09895;SCJFRZ2005F08.g_SS;SS;9,0001;9,0941;9,2085;9,4979;7,7434;7,9509;8,872;8,9843;9,5916;9,615;9,5085;9,0973;7,637;7,7622;8,6789;9,155;10,0056;9,9072;9,2964;10,2234;6,9818;7,8223;9,0387;9,4692;9,6047;9,4274;11,7752;9,6095;8,2236;7,5246
SCRFST1045C03.g;GS1_SS_01258_11156;SCRFST1045C03.g_SS;SS;14,6294;15,0259;13,0708;13,167;11,2101;11,4702;14,8367;14,8996;13,0735;13,5372;12,6679;12,8439;11,3672;11,7245;14,4283;14,7092;12,8927;12,5194;12,8113;13,0396;11,6462;11,2334;14,7327;14,445;13,7777;13,6944;13,0451;13,0352;12,097;11,5622
SCCCLR2C02H01.g;GS1_SS_01270_18061;SCCCLR2C02H01.g_SS;SS;9,4869;9,8398;14,6611;11,7908;7,1808;8,4138;9,343;9,3175;12,6418;9,5933;16,0838;17,3274;7,4864;7,4289;8,7703;9,335;13,3682;15,167;14,0176;14,4746;;7,7006;9,0098;9,796;12,529;15,0616;16,7968;15,8129;7,4259;8,6738
SCEPLB1044E07.g;GS1_AS_04710_17097;SCEPLB1044E07.g_AS;AS;;;;;6,2295;;;;;;;;7,2493;6,376;;;;;;;;7,3723;;;;;;;6,7483;6,5852
SCQGLR2032H12.g;GS1_SS_01269_13811;SCQGLR2032H12.g_SS;SS;10,726;10,9281;10,8128;10,8596;8,1241;8,7343;10,8707;10,6756;10,5587;10,3856;11,3604;11,0347;8,4688;9,801;10,525;10,8118;10,2608;10,1477;11,2601;11,0952;9,3177;9,3082;10,5868;10,0496;10,4516;10,6056;11,2616;11,417;8,5297;8,4498
SCACHR1038D01.g;GS1_SS_01266_20694;SCACHR1038D01.g_SS;SS;7,5559;;7,0222;;6,6811;6,9936;;;;;7,0139;7,7989;7,1586;7,1255;5,8942;7,1763;;7,4811;;7,5099;5,6854;7,3822;6,4046;7,1057;6,3502;7,5616;7,9699;7,6656;7,0212;7,075
SCQSAM2046G10.g;GS1_AS_04705_05230;SCQSAM2046G10.g_AS;AS;;;;;;;;;;;;;;6,6543;;;;;7,8739;;;6,5364;;;;;;;6,474;
SCEPRT2044B11.g;GS1_SS_01263_18773;SCEPRT2044B11.g_SS;SS;5,696;;8,2828;;9,5558;9,6882;;;7,2896;8,1078;6,555;;9,6114;10,366;6,2678;8,634;7,7681;8,2992;;7,9282;6,5084;10,6695;7,7141;9,0016;;6,3126;7,2909;;9,5174;9,905
SCQSAM2046A03.g;GS1_AS_04707_03144;SCQSAM2046A03.g_AS;AS;;;;;;;;;;;;;;;;;6,788;;;;;;;;;;;;;
SCBFLR1083H05.g;GS1_AS_04686_07492;SCBFLR1083H05.g_AS;AS;;;;;6,6749;;;;;;;;6,8621;6,8739;;;;;;;;7,301;;;;;;;6,5266;6,5785
SCJLRT1021D11.g;GS1_AS_04691_08218;SCJLRT1021D11.g_AS;AS;8,0124;8,282;7,243;7,5076;8,257;8,5537;7,1468;7,594;6,2566;6,9273;7,2916;7,3079;8,6256;9,4624;7,2696;7,7754;6,6618;7,3134;7,7626;8,27;9,1135;9,0774;7,7974;7,3228;7,2614;7,5716;7,3456;8,4856;9,0529;7,9958
SCQGAM2110C03.g;GS1_AS_04677_21038;SCQGAM2110C03.g_AS;AS;;;7,4514;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCCCHR1002F08.g;GS1_AS_04673_03057;SCCCHR1002F08.g_AS;AS;;;;8,206;;;;;;;;;;;;;;;;;;;;;;;;;;
SCVPRZ2040E10.g;GS1_AS_04656_02460;SCVPRZ2040E10.g_AS;AS;;;;;6,0567;;;;;;;;7,0337;6,5833;;;;;;;;6,8826;;;;;;;6,376;
SCVPCL6041G02.g;GS1_AS_04669_18523;SCVPCL6041G02.g_AS;AS;6,1651;;;;;;;;;;;;;6,7467;;;;;;;;6,9472;;;;;;;6,415;
SCQGAM2110C12.g;GS1_AS_04655_07581;SCQGAM2110C12.g_AS;AS;;;;;6,659;;;;;;6,093;;;6,9548;;;;;;;5,8028;6,6244;;;;;;;7,1539;
SCQGAM2110B07.g;GS1_AS_04648_01954;SCQGAM2110B07.g_AS;AS;;;6,6404;;;;;;;;6,135;;;;;;;;;;;;;;;;6,2731;;5,8208;
SCQGAM2109F09.g;GS1_AS_04644_17091;SCQGAM2109F09.g_AS;AS;;;;;6,6892;;;;;;6,0971;;;6,2664;;;;;;;;6,5398;;;;;;;6,302;
SCQSAM2047G01.g;GS1_AS_04643_05814;SCQSAM2047G01.g_AS;AS;;;;;6,3082;;;;;;;;;6,6431;;;;;;;;7,2224;;;;;;;6,0874;
SCCCST1001C02.g;GS1_SS_24334_11175;SCCCST1001C02.g_SS;SS;;;;;;;;;;;;;;;;;;;;;;6,914;;;;;;;6,2703;
SCCCCL2001B02.b;GS1_AS_00955_18973;SCCCCL2001B02.b_AS;AS;;;;;6,6365;;;;;;;;;6,7184;;;;;;;;7,0597;;;;;;;6,5904;6,4552
SCEPLR1030B03.g;GS1_SS_24348_18633;SCEPLR1030B03.g_SS;SS;10,7022;10,2958;10,87;10,228;13,3896;13,7821;9,9784;10,2364;10,3167;10,015;12,6347;12,9096;13,079;13,6256;9,9728;10,7986;10,9211;11,4612;12,3696;12,9925;13,1391;13,81;9,7747;10,8516;11,2574;12,0796;13,6564;13,5102;13,359;13,9146
SCBFRZ2046C02.g;GS1_SS_24347_07618;SCBFRZ2046C02.g_SS;SS;10,4485;10,4184;9,6602;9,5515;9,5889;9,274;11,0939;10,6834;9,9501;9,9564;11,0418;10,5336;8,9774;9,8751;10,1169;10,6548;9,6042;9,7951;10,3754;10,3344;9,7452;9,6046;10,649;10,4859;9,8341;9,8795;10,499;10,2898;10,0684;9,6014
SCSGFL4193F02.b;GS1_SS_24344_11823;SCSGFL4193F02.b_SS;SS;9,4474;9,4763;8,8302;8,748;;;9,3778;9,4367;8,6203;8,4706;8,4921;7,9864;;;8,7012;9,0224;8,382;7,9042;7,6196;7,7546;5,696;;9,4255;9,1918;8,8997;9,0956;7,9086;7,636;6,3369;
SCBFRZ2050H12.g;GS1_SS_24342_12651;SCBFRZ2050H12.g_SS;SS;12,4527;12,4897;11,9322;11,7626;13,4736;13,3697;11,9666;12,2668;11,251;11,521;12,1404;12,9153;12,9747;13,8322;12,085;12,626;11,6956;11,7723;12,297;12,5624;13,7138;13,4097;12,424;12,454;12,3297;12,4384;12,7651;13,0924;14,3876;13,9646
SCSGFL4193B07.b;GS1_SS_24341_05789;SCSGFL4193B07.b_SS;SS;5,6659;6,9518;11,1632;8,0418;;;;;8,3947;;11,0996;14,0413;;;5,4351;;9,5572;11,7974;9,345;9,1412;;;;;8,8214;11,438;13,4526;11,2964;;
SCCCLR1065C10.g;GS1_SS_24340_15526;SCCCLR1065C10.g_SS;SS;11,375;11,4292;11,2158;11,033;9,4;9,7321;11,1688;11,2054;11,3635;11,1336;11,6176;11,1192;8,2306;9,1454;11,1551;11,2886;10,9688;11,0654;10,9769;11,2621;9,2728;9,6274;11,008;10,5576;11,7148;11,3058;11,3254;11,357;9,2014;9,0587
SCEZLB1007F05.g;GS1_SS_24339_02445;SCEZLB1007F05.g_SS;SS;13,2637;13,0062;12,5624;12,0426;10,9068;12,9564;11,5587;12,1452;10,3528;11,3518;11,6521;11,667;9,2288;10,2008;13,0824;13,1643;12,6659;12,103;13,4736;13,5432;13,0829;11,1008;13,5384;14,6818;12,8879;13,5622;13,1636;13,7896;12,3266;13,141
SCSGFL4191G08.b;GS1_SS_24337_17682;SCSGFL4191G08.b_SS;SS;;;;;5,9095;;;;;;5,6465;;;;;;;;;;;6,856;;;;;5,9532;;5,9388;
SCCCLR2004H12.g;GS1_AS_00907_15274;SCCCLR2004H12.g_AS;AS;;;;;6,0468;;;;;;;;;;;;;;;;;6,8664;;;;;;;6,1904;
SCCCCL3003H05.b;GS1_AS_00902_02109;SCCCCL3003H05.b_AS;AS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,102;
SCVPRZ2036C12.g;GS1_SS_24350_17980;SCVPRZ2036C12.g_SS;SS;12,5321;12,4423;12,1902;12,0576;11,3758;11,7504;12,4404;12,2051;12,1893;11,9488;12,9526;12,6451;11,1684;11,9128;12,2751;12,6301;12,1824;11,9669;12,8192;12,8443;11,838;11,6888;12,2812;13,0158;12,6298;12,8042;12,7622;12,6924;11,8593;11,957
SCBGFL3096C09.g;GS1_SS_24352_08406;SCBGFL3096C09.g_SS;SS;9,1296;9,3005;9,426;8,8337;7,2519;7,2864;8,4346;8,0952;8,7043;8,3978;10,1998;10,654;7,3058;7,5837;8,304;9,283;9,1576;9,5024;9,7659;10,3595;6,7996;8,403;8,2899;9,1176;9,2352;10,0118;10,8062;11,1592;6,9028;7,181
SCRFAD1116H05.g;GS1_SS_24368_13383;SCRFAD1116H05.g_SS;SS;8,0184;8,2512;6,9431;7,3338;9,5236;9,795;8,126;8,1879;6,763;6,8889;9,9216;10,0204;9,8373;10,6484;7,0272;8,0638;;;8,2755;9,5716;8,908;9,8584;7,3533;7,0993;7,6907;7,6504;8,4324;9,22;8,7498;8,9959
SCSGFL4194C03.b;GS1_SS_24359_02158;SCSGFL4194C03.b_SS;SS;11,3232;11,6999;8,5698;9,4706;;;11,2618;11,338;8,7082;9,4176;7,6147;7,4094;;;11,2157;11,428;8,6829;8,441;6,8853;7,3559;;;10,8731;10,8063;10,1277;9,4124;7,1712;7,2357;;
SCBFFL5070G05.b;GS1_AS_00914_01471;SCBFFL5070G05.b_AS;AS;8,6456;8,5252;8,097;8,1728;6,8301;;8,1898;8,3444;7,6436;7,8368;7,8916;8,2374;;7,0416;7,9862;8,8284;8,2676;7,6139;8,1373;8,716;7,0016;7,3908;8,1942;9,6928;8,158;8,4972;8,5282;8,9276;6,9284;7,2237
SCSGAM1095C04.g;GS1_SS_24370_11322;SCSGAM1095C04.g_SS;SS;;;;;6,5188;;;;;;;;;7,3562;;7,4587;;;;;;7,6487;;;;;6,4709;;6,3318;
SCQSFL3036D03.g;GS1_SS_24354_05777;SCQSFL3036D03.g_SS;SS;14,4534;14,8653;14,127;14,2764;12,1861;12,407;14,3375;14,2538;13,9339;14,1988;15,4114;15,4154;11,9207;12,5402;14,45;15,1102;14,6734;14,5367;14,7238;15,251;12,6944;13,2179;14,4396;14,69;14,6527;14,774;15,0363;15,2332;13,4943;13,2899
SCRLAD1097D12.g;GS1_AS_00945_03748;SCRLAD1097D12.g_AS;AS;;;;;6,2352;;;;;;;;;;;;;;;;;6,6352;;;;;;;;
SCSGFL4194C12.g;GS1_SS_24353_10888;SCSGFL4194C12.g_SS;SS;8,7001;9,0904;8,4654;7,7861;6,888;7,5398;9,536;9,5518;8,6821;8,6908;9,8419;10,0736;7,5043;8,0103;8,8229;9,4371;8,6558;9,0109;8,8182;9,6993;7,4376;8,0247;9,1264;9,4968;8,694;9,0566;10,012;10,1866;7,557;7,6105
SCSFRT2071E02.g;GS1_AS_00949_18015;SCSFRT2071E02.g_AS;AS;;;;;6,2768;;;;;;;;;6,5246;;;;;;;5,7623;6,4907;;;;;;;6,78;
SCSGFL4194A05.g;GS1_SS_24357_09747;SCSGFL4194A05.g_SS;SS;11,026;11,4157;10,9482;10,9864;7,9473;8,3045;11,3588;11,5051;11,2536;11,0065;11,5806;11,1904;7,9804;9,4849;10,6344;11,2112;10,5339;10,2717;11,3876;11,4691;9,0714;9,3634;11,3718;11,032;10,5188;10,8025;11,3182;11,59;8,089;8,1484
SCBGLR1003C11.g;GS1_AS_00952_17036;SCBGLR1003C11.g_AS;AS;;;;;;;;;;;;;;6,3089;;;;;;;;;;;;;;;5,7585;
