transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCSBAD1052A06.g;GS1_SS_01122_02959;SCSBAD1052A06.g_SS;SS;9,0152;8,807;8,84;8,6213;11,0979;11,7629;8,5204;8,3506;8,3444;8,2113;10,7148;9,9023;11,1602;11,4935;8,4455;8,7756;7,9251;8,5316;10,8794;10,4775;11,9497;11,6924;8,5672;7,5704;9,1666;9,2368;9,6788;9,9172;11,6571;10,9566
SCSGAM2078E01.g;GS1_SS_01124_05190;SCSGAM2078E01.g_SS;SS;7,8253;8,0645;7,2864;7,2682;7,9073;8,0882;7,6457;8,0366;7,0634;7,6142;8,6416;8,7158;7,5949;6,8152;7,9422;8,0968;7,4444;7,5294;7,1142;9,4793;7,5576;9,2306;7,4006;7,9054;8,0732;8,4829;8,8777;9,6954;7,1506;8,7944
SCCCLR1079A02.g;GS1_SS_01125_14838;SCCCLR1079A02.g_SS;SS;;;;;5,9388;;;;;;;;;6,4924;;;;;;;;6,9712;;;;;;;6,1523;
SCAGRT2041B12.g;GS1_SS_01112_12767;SCAGRT2041B12.g_SS;SS;8,4514;8,877;8,3663;8,4067;9,1916;9,4526;8,3592;8,798;8,323;8,43;10,4524;9,7752;7,9894;9,2215;8,5686;9,3536;8,1788;8,7216;9,977;10,292;8,4009;8,6888;8,4048;9,0386;8,4453;8,5314;9,188;9,6636;9,687;9,0923
SCSBAD1051G01.g;GS1_SS_01115_13255;SCSBAD1051G01.g_SS;SS;7,4282;8,0375;7,4862;7,6324;7,167;;7,4023;6,995;7,0159;7,1744;8,8826;8,6664;7,2619;8,2245;7,4394;7,6866;6,544;7,1773;8,1894;8,2304;7,4634;7,7687;7,5798;7,4956;7,0856;7,4256;8,0766;8,7708;7,59;7,6956
SCJFST1015H12.g;GS1_SS_01116_14483;SCJFST1015H12.g_SS;SS;11,636;11,6881;11,5438;11,1145;9,5043;9,8416;11,6069;11,4912;11,1117;10,9932;11,7566;11,4326;9,5388;10,0297;11,0987;11,4388;11,0856;10,571;11,2876;11,3094;9,9688;9,9932;11,377;11,1453;11,5514;11,7586;11,6385;11,4766;10,2206;9,642
SCUTAM2087E02.g;GS1_SS_01118_09507;SCUTAM2087E02.g_SS;SS;6,9976;6,9531;6,646;6,8558;6,216;;7,9351;7,7224;6,9201;6,9926;8,3975;7,627;7,02;6,9213;7,0918;7,2098;6,7656;;6,9949;7,4694;6,8161;6,4721;7,038;;6,4885;6,7987;7,1254;6,6145;7,4712;
SCRLLR1059G12.g;GS1_SS_01127_21787;SCRLLR1059G12.g_SS;SS;10,4558;10,7413;11,287;10,9146;9,8101;10,3155;11,0463;10,8238;10,7583;11,3486;13,1951;13,1894;9,4798;9,9676;10,5056;10,6283;10,9102;11,0808;12,1772;12,7849;9,5339;10,1213;9,9225;10,3172;11,1512;11,4498;12,5482;12,928;10,3902;10,3451
SCEZAM2058F10.g;GS1_SS_01129_10504;SCEZAM2058F10.g_SS;SS;5,6372;;7,0974;;7,8154;7,7642;6,435;6,5175;6,5753;7,0395;7,3452;;8,0396;8,6998;6,038;7,5422;6,8347;;6,8269;7,4865;5,8483;8,9384;7,0127;7,49;5,6171;;6,9903;;8,0659;8,3055
SCBFRZ3009C03.g;GS1_SS_01137_11605;SCBFRZ3009C03.g_SS;SS;;;;;;;;;;;7,0046;;;;;;;;;;;6,6;;;;;;;6,0341;
SCSGCL6070C01.g;GS1_SS_01136_13822;SCSGCL6070C01.g_SS;SS;11,5468;11,6888;11,6012;11,5019;12,298;12,5336;11,4654;11,3564;11,4885;11,422;11,9973;12,2718;11,9199;12,7013;11,1134;11,8364;11,4047;11,8268;11,5571;11,8472;12,3364;11,9032;11,6597;12,2436;11,5982;12,1062;12,2654;12,1505;13,0793;12,5404
SCUTRZ3070A02.g;GS1_SS_01134_08598;SCUTRZ3070A02.g_SS;SS;8,1212;8,0883;7,9203;7,3419;6,6116;6,9858;8,086;7,7672;7,5593;7,5575;8,4883;8,232;;7,1812;7,9656;8,3516;7,5658;7,0739;8,6193;8,4487;6,0658;6,8704;8,0155;7,6342;7,6099;7,6841;8,674;8,5772;6,376;6,5084
SCCCCL3001D02.g;GS1_SS_01130_20489;SCCCCL3001D02.g_SS;SS;10,6433;10,2906;11,5868;10,6814;13,4938;14,4611;10,2328;10,9287;10,1102;10,5693;13,21;13,3661;13,2192;11,653;10,6361;11,0865;11,6414;11,7332;12,8494;13,4792;12,6576;13,1043;9,8542;11,3624;11,3526;12,2651;13,6151;14,081;11,8284;13,1885
SCCCCL4005H02.g;GS1_SS_01145_13771;SCCCCL4005H02.g_SS;SS;13,0818;13,1099;12,9554;12,8424;11,4309;11,8596;12,8244;12,6157;12,6466;12,6284;12,7193;12,6715;11,237;11,7812;12,5638;12,9981;12,6921;12,8557;12,3158;12,5513;11,6179;11,6037;12,855;12,8476;12,6382;12,9829;13,0637;13,1109;11,8838;11,6893
SCRULB1059E09.g;GS1_SS_01141_13649;SCRULB1059E09.g_SS;SS;13,3035;13,271;12,5064;12,31;11,2146;11,1887;13,2562;13,2096;12,6994;12,8148;12,373;12,4905;11,2808;12,0716;12,9118;13,1856;12,3194;12,162;11,8328;11,8398;11,7463;11,3763;13,3972;13,1076;12,7461;12,6427;12,3714;11,7353;12,1046;11,5715
SCRFAM1029F07.g;GS1_SS_01139_09743;SCRFAM1029F07.g_SS;SS;6,74;7,3208;6,5574;6,4913;;;7,4818;7,1818;6,704;;7,9754;7,5672;;;6,7968;6,7508;;;7,9495;7,5852;;;7,3358;;6,3388;6,4056;7,4376;7,8266;;
SCSBAD1053B05.g;GS1_SS_01146_09019;SCSBAD1053B05.g_SS;SS;6,9184;7,7816;7,1171;6,8776;8,1268;8,5204;7,1123;7,2214;7,3302;7,3966;10,8615;9,7792;8,5171;8,937;6,5062;7,92;7,2257;7,666;11,26;10,7074;7,834;9,2318;6,4877;7,5938;7,3;7,4705;9,8202;9,9377;8,6702;8,5096
SCSBAD1053C10.g;GS1_SS_01147_12640;SCSBAD1053C10.g_SS;SS;6,2342;7,1045;6,4051;;;;;;;;7,2046;7,2998;;;6,4686;6,818;;;7,322;7,5952;;;6,7268;;6,2496;6,5116;6,8572;7,2162;;
SCEPLR1051C11.g;GS1_SS_01148_08472;SCEPLR1051C11.g_SS;SS;11,2724;11,4832;10,6025;10,3189;12,0056;12,3153;11,3862;11,1168;10,7078;10,4894;12,7894;13,1056;11,251;11,823;10,7289;11,2718;10,3108;10,9094;12,154;12,0615;11,4716;11,5626;10,5862;10,564;10,987;11,1436;12,2888;11,9769;12,1654;12,0848
SCCCRZ1002H02.g;GS1_SS_01151_14191;SCCCRZ1002H02.g_SS;SS;7,7438;7,502;8,1627;8,0422;6,5925;;7,6005;7,1416;7,9972;7,7978;7,0562;6,9355;;6,8659;7,5304;7,8015;7,4529;7,8673;;6,8627;5,6866;6,8678;7,5614;7,5927;8,3411;8,2766;6,8792;;6,7362;6,2531
SCJLRT1018C04.g;GS1_SS_01155_12918;SCJLRT1018C04.g_SS;SS;6,6508;7,2175;7,3153;7,2563;6,5288;;;7,1786;7,0103;7,0854;8,1876;7,7959;;6,701;6,9054;7,4332;7,2226;;8,1201;8,4338;6,1301;6,745;7,3683;7,5205;6,7811;7,1394;7,9981;8,2322;6,8505;6,3447
SCSFRT2071G08.g;GS1_SS_01154_16211;SCSFRT2071G08.g_SS;SS;;;;;6,763;;;;;;;;;7,1251;;;;;;;5,549;6,6365;;;;;5,7177;;6,4341;6,3075
SCSGCL6071C02.g;GS1_SS_01157_11139;SCSGCL6071C02.g_SS;SS;7,1111;7,5074;6,2378;;6,0762;;7,5594;7,1047;6,6892;6,8225;8,5598;7,9347;;6,2904;7,2915;7,0572;6,2797;;7,7853;7,6709;5,9692;6,3657;6,901;;7,6868;7,0382;7,8113;7,3922;6,9031;
SCCCLB1001H07.g;GS1_SS_01159_06079;SCCCLB1001H07.g_SS;SS;6,8612;7,5039;7,3511;7,0888;6,6472;;7,2422;7,0582;7,0254;7,3132;9,0748;8,3885;;6,4302;7,2034;6,4315;7,0156;;8,4984;8,5508;6,1296;6,7837;7,5885;7,5388;6,9956;7,0962;8,6248;7,8894;6,9285;
SCCCLR1070B04.g;GS1_SS_01168_10728;SCCCLR1070B04.g_SS;SS;10,2218;9,9778;12,1486;11,14;9,734;10,3158;9,0033;10,1818;10,9819;10,3866;13,8512;14,4236;9,7582;9,8974;8,9026;9,8606;12,1378;11,6484;13,2748;13,373;10,4061;10,2036;9,8119;10,6341;11,5258;12,3552;14,7194;14,4208;9,509;10,4936
SCRLLR1110D10.g;GS1_SS_01171_02095;SCRLLR1110D10.g_SS;SS;12,0316;12,0371;12,6726;12,2885;8,7143;9,6771;12,4344;12,1826;12,9978;12,6204;13,5697;12,9368;9,2778;10,1604;11,6274;12,0724;12,3258;11,9452;12,2865;12,2187;9,0818;9,2684;11,7764;11,5716;12,4737;12,7015;12,2795;12,1504;10,1925;10,1775
SCSGST1072B12.g;GS1_SS_01161_10386;SCSGST1072B12.g_SS;SS;9,1298;9,0331;9,5779;8,9756;9,1925;9,1982;8,8469;9,0096;8,9084;8,8532;9,2872;9,5406;8,2906;8,3242;8,9489;9,684;9,927;10,0418;9,2283;11,8338;9,3542;11,678;8,8726;9,8518;9,8228;10,403;10,6928;11,9658;8,8422;10,493
SCMCLR1125D03.g;GS1_SS_01166_08836;SCMCLR1125D03.g_SS;SS;6,1488;6,9028;8,2479;7,4135;10,821;10,975;6,7595;;8,182;7,2894;11,1866;11,5917;10,7524;11,6671;5,4994;6,8272;7,8226;9,4748;10,7371;11,0388;10,896;11,1608;6,436;;7,492;8,8467;11,2764;11,2168;11,333;11,4859
SCSFAD1068B11.g;GS1_SS_01181_15550;SCSFAD1068B11.g_SS;SS;8,0664;8,3332;7,4427;7,6598;7,8298;9,498;8,5976;8,846;7,7484;7,9764;8,4604;8,6384;6,9418;8,2192;8,4484;8,307;8,2349;7,5666;8,7406;9,1014;9,511;8,9548;8,4752;9,3334;8,2772;8,7047;8,7959;9,8502;8,7336;10,5616
SCCCCL3001E12.b;GS1_SS_01180_01185;SCCCCL3001E12.b_SS;SS;10,4543;10,0828;10,9149;10,2585;10,8544;13,1103;10,2873;10,1728;10,7222;10,4196;11,6356;11,837;10,7718;10,5286;9,9315;10,4;11,259;11,111;11,5007;12,0038;11,9911;11,4326;10,442;12,4636;11,0697;11,8983;12,0108;12,8412;11,3948;12,75
SCCCRT1003C01.g;GS1_SS_01179_04305;SCCCRT1003C01.g_SS;SS;10,324;10,5676;9,3324;8,8462;9,4076;9,6844;9,6608;10,0382;7,6762;8,256;9,5162;9,546;8,5284;9,4609;10,1782;10,0722;8,8536;8,5135;10,0767;10,0358;9,5578;9,1995;9,6294;10,8272;9,7572;10,288;10,0341;10,5873;9,9858;10,616
SCRLST3165E06.g;GS1_SS_01178_12846;SCRLST3165E06.g_SS;SS;;;;;;;;;;;5,9237;;;;;;;;;;;;;;5,444;6,3872;6,2661;;5,8064;
SCCCLR1001C09.g;GS1_SS_01177_11354;SCCCLR1001C09.g_SS;SS;11,9768;11,9535;11,9122;11,7081;9,6712;9,7907;12,4508;11,9938;12,273;11,9439;12,502;12,1048;10,0892;10,8612;11,3142;11,7516;11,4238;11,176;11,5861;11,2526;9,947;9,9028;12,0422;11,439;11,7939;11,9024;12,0348;11,7145;10,2174;9,7942
SCSGLR1045F12.g;GS1_SS_01172_09064;SCSGLR1045F12.g_SS;SS;12,9973;13,1144;13,1698;13,1456;9,508;10,1523;13,0296;12,7448;12,987;12,5294;12,6174;12,2732;9,9386;11,1399;12,4086;12,8731;12,3625;12,4634;11,9849;12,2464;10,5576;10,488;12,8208;12,8411;12,6962;13,0339;12,683;12,8086;9,7834;9,7504
SCJFAM1066A06.g;GS1_SS_01184_11248;SCJFAM1066A06.g_SS;SS;14,2412;14,5588;12,5545;13,157;;;14,4086;14,2536;12,6222;13,251;9,0512;9,132;;;14,0617;14,1492;12,3155;11,2256;9,681;9,6795;;;14,7605;14,1289;12,6146;12,3797;9,9774;9,9359;;
SCCCCL3004H11.b;GS1_SS_01185_11160;SCCCCL3004H11.b_SS;SS;6,7147;7,4757;;;5,9235;7,3252;6,6619;;;;8,1059;;;7,1084;6,4884;6,7267;;;7,135;7,176;6,4363;6,4989;6,4636;;6,21;6,6845;7,3558;7,1906;6,6088;6,2324
SCSFAD1068D11.g;GS1_SS_01186_13014;SCSFAD1068D11.g_SS;SS;11,8514;12,5591;10,9798;10,7706;10,1974;10,5328;12,4902;12,7619;10,7585;11,198;12,2512;12,2876;10,259;10,502;12,3761;12,1502;10,9582;10,799;11,7451;12,0032;9,8084;10,3954;12,1659;11,5086;11,5406;11,5748;11,9338;11,9469;10,5077;10,3466
SCSFAD1068G10.g;GS1_SS_01190_19985;SCSFAD1068G10.g_SS;SS;9,3312;9,5209;9,076;9,2866;;;9,2458;8,4562;8,9679;8,7904;10,6728;9,7045;;;9,1361;9,7012;8,8207;9,3979;10,8658;10,7102;;;8,9165;9,2075;9,5609;9,7804;10,3016;10,7869;5,977;
SCJFRZ1006D06.g;GS1_SS_01182_04652;SCJFRZ1006D06.g_SS;SS;13,4222;14,1081;12,0232;12,2974;6,3486;7,2303;13,9066;13,9886;11,8918;12,8401;9,8757;10,4881;;6,9118;13,393;13,7368;12,0584;11,5851;9,4472;10,1571;;7,2185;13,885;13,9253;12,5034;12,4871;10,7118;10,5764;6,7784;6,8116
SCCCRT1003E06.g;GS1_SS_01200_20855;SCCCRT1003E06.g_SS;SS;11,6886;11,5009;11,6154;11,1404;13,111;13,3248;11,911;11,7909;11,8031;11,249;14,1296;14,0505;13,1711;13,4042;11,2054;11,7542;11,9433;12,1425;13,6378;14,1898;13,738;14,0367;10,6297;11,3839;12,6096;13,1458;14,462;14,2547;14,2138;13,5352
SCCCCL3003C03.b;GS1_SS_01194_13584;SCCCCL3003C03.b_SS;SS;10,1918;8,7742;8,3713;8,0956;14,4089;14,8092;7,698;8,6086;7,9922;7,7908;13,2924;12,618;14,9136;13,8488;9,3796;9,9158;10,5216;11,3255;11,5519;13,0141;13,9352;14,8478;9,3276;10,7747;10,9643;11,5004;13,3683;13,6474;13,042;14,3912
SCEZAM1082G05.g;GS1_SS_01197_21025;SCEZAM1082G05.g_SS;SS;11,2397;11,7852;10,628;10,8047;9,4229;10,5876;11,0118;11,7128;10,1422;10,8274;11,4897;12,1498;8,6831;9,1612;11,1694;11,8516;10,2046;10,3456;11,4816;12,338;9,6947;11,1506;11,1028;11,7149;11,2417;11,8202;11,9552;12,7754;9,8155;10,8358
SCSFAD1069B09.g;GS1_SS_01195_12987;SCSFAD1069B09.g_SS;SS;6,2535;7,4158;6,3767;;;;7,2968;7,136;6,2028;;;;;;6,6182;7,291;5,9952;;;;;6,8754;6,9918;6,9212;;;;;5,6398;
SCQGAM2030F10.g;GS1_AS_04623_06983;SCQGAM2030F10.g_AS;AS;;;;;7,1788;7,2995;;;;;;;7,0252;6,6923;;;;;;;6,8244;6,4871;;;5,4827;;;;7,7042;6,9354
SCQSAM2100F11.g;GS1_SS_21514_09623;SCQSAM2100F11.g_SS;SS;11,8785;11,9312;11,071;10,9298;10,3765;10,3699;11,299;11,3574;10,7859;10,9416;11,644;11,5065;9,7855;10,3923;11,3226;11,6364;10,8556;10,8602;11,103;11,1904;10,1406;10,1736;11,4838;11,3453;11,3051;11,2462;11,4736;11,5118;10,7938;10,3576
SCSFFL4018H11.g;GS1_SS_21505_05931;SCSFFL4018H11.g_SS;SS;11,7438;12,0452;11,6596;11,5459;11,1698;11,6843;12,1694;11,8988;11,669;11,672;12,67;12,5699;11,0134;11,6488;11,667;11,9652;11,4202;11,3071;12,0919;12,0666;11,155;11,4001;12,2902;11,7697;11,683;11,7767;12,4184;12,3718;11,6267;11,2038
SCRLFL4027D01.g;GS1_SS_21507_03525;SCRLFL4027D01.g_SS;SS;12,2954;12,0706;12,0441;12,2358;11,244;12,0996;11,4467;11,3956;11,8505;11,7388;11,8214;12,2541;11,0606;11,3056;11,7135;12,5982;12,1294;12,1908;11,5044;11,9558;11,6931;11,6834;11,4648;12,6043;12,5353;12,7578;12,2787;12,9288;11,7384;12,2866
SCSFFL4018D12.g;GS1_SS_21498_04146;SCSFFL4018D12.g_SS;SS;12,1041;12,006;11,8304;11,8156;13,1301;13,0036;11,7368;11,9236;11,6966;11,7372;12,9395;12,7896;12,1148;13,2198;11,4093;12,2605;11,657;12,5256;12,934;13,2416;13,1284;13,2154;11,4801;11,7582;11,9138;12,4852;12,7395;13,1897;13,6766;13,2942
SCQGAM2108D07.g;GS1_AS_04630_05652;SCQGAM2108D07.g_AS;AS;7,1305;7,7603;6,8599;6,7916;6,4262;;8,0552;7,8432;6,2717;6,9171;6,9116;;;;7,1728;7,8003;6,2785;;7,0656;7,4028;;;7,771;7,5629;6,4604;7,4687;6,7628;;6,4049;
SCRLAM1009B02.g;GS1_SS_21500_07274;SCRLAM1009B02.g_SS;SS;8,8392;8,8556;8,9124;8,877;8,2812;8,855;8,3142;8,2285;7,9648;7,7532;9,1508;9,3618;8,2776;9,5575;7,6038;8,0529;7,8024;8,0116;8,4394;8,6876;7,8049;9,0802;8,3143;7,2432;8,121;8,4926;8,6516;8,846;7,7422;8,0458
SCJFRZ1007F04.g;GS1_AS_00656_03833;SCJFRZ1007F04.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,8805;;;;;;;5,9282;
SCEPAM2012B04.g;GS1_AS_04625_20925;SCEPAM2012B04.g_AS;AS;;;;;6,7467;;;;;;;;;7,3452;;;6,1164;;;;;7,2316;;;;;;;6,6503;6,8938
SCRFLR2034C11.g;GS1_SS_21495_12418;SCRFLR2034C11.g_SS;SS;9,426;9,719;8,7664;9,3281;9,3644;10,4838;8,4308;8,2188;7,908;8,2136;8,8854;9,5853;8,7195;9,5054;8,1324;9,5314;7,9454;9,1328;8,7055;9,678;9,6004;9,8761;8,2621;9,6468;8,4573;9,4743;9,1503;9,9519;9,2108;10,0343
SCEQLR1029F01.g;GS1_AS_00655_18037;SCEQLR1029F01.g_AS;AS;;;;;;;;;;;;;;6,1873;;;;;8,7453;;6,0674;;;;;;;;;
SCJFAD1012E10.b;GS1_AS_00617_06624;SCJFAD1012E10.b_AS;AS;;;;;6,0954;;;;;;;;;6,3979;;;;;;;;7,1028;6,2975;;;;;;6,2298;6,3425
SCRLAM1012C07.g;GS1_SS_21494_09643;SCRLAM1012C07.g_SS;SS;11,0901;11,426;9,897;10,1185;7,9308;7,9232;11,5194;11,4062;10,2711;10,4026;10,2226;10,6852;8,4464;8,8932;10,7256;11,1606;10,2361;10,1649;9,6696;9,787;8,4335;8,3698;10,8733;10,4013;10,6294;10,7688;10,6635;10,2117;8,5682;8,266
SCQGAM2028E09.g;GS1_AS_04603_18105;SCQGAM2028E09.g_AS;AS;;;;;;;;;;;;;;;;;;;;;5,6236;6,3441;;;;;;;;
SCRFLB1053F03.g;GS1_SS_21493_07127;SCRFLB1053F03.g_SS;SS;11,5158;11,91;10,492;10,5936;7,7391;8,222;11,755;11,6486;10,6824;11,0196;10,9065;10,6972;7,9667;8,6965;11,136;11,7012;10,1891;10,0804;10,7181;10,5832;8,709;8,8638;11,6218;11,4466;10,6312;10,4743;10,4972;10,5827;8,6496;8,145
SCCCAM1004E10.g;GS1_AS_00624_02712;SCCCAM1004E10.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;6,6037;;;;;;;;
SCCCCL4015D04.g;GS1_AS_04599_03941;SCCCCL4015D04.g_AS;AS;5,8281;;;;6,0166;;;;;;6,1837;;7,3702;;;;;;;;5,7684;6,5182;6,4946;;;6,5782;6,6292;;6,6526;
SCRLFL4026A11.g;GS1_SS_21489_21686;SCRLFL4026A11.g_SS;SS;11,504;11,5903;10,5312;10,4935;6,6902;;11,3028;11,4808;10,3688;10,4632;9,0655;9,9302;7,3207;7,2216;11,4596;11,8422;10,3096;9,9312;8,2827;8,5134;6,6576;7,106;11,0224;11,3467;10,9376;10,8308;9,6016;9,4664;7,295;7,3667
SCCCLR1069B04.g;GS1_AS_00620_20146;SCCCLR1069B04.g_AS;AS;6,69;;;;6,4326;7,4819;;;;;6,2051;;7,4987;6,6198;;;6,4578;;;;6,6154;7,4006;;;;;6,1934;;6,4912;
SCJFRT1009E11.g;GS1_AS_00640_21200;SCJFRT1009E11.g_AS;AS;7,8924;7,9485;7,842;7,4602;7,662;8,0823;7,1906;7,363;6,621;7,3384;8,4472;9,365;8,0778;7,839;7,3628;8,0055;7,6686;7,0382;8,3384;9,4678;7,8766;8,212;7,6597;8,5466;7,3544;8,3227;8,9367;10,0018;8,3172;8,3112
SCCCLR2002G02.g;GS1_AS_00651_17438;SCCCLR2002G02.g_AS;AS;;;;;6,0129;;;;6,1201;;5,9462;;;;;;;;;;;6,5686;6,199;;;;;;6,1694;
SCUTLR2023A11.g;GS1_AS_04610_15710;SCUTLR2023A11.g_AS;AS;;;;;6,4517;;;;;;;;;;;;;;;;;6,5524;;;;;;;;
SCMCST1052D03.g;GS1_AS_00643_00818;SCMCST1052D03.g_AS;AS;;;;;6,603;;;;;;;;;6,7105;;;;;;;;7,1374;;;;;;;6,4377;
SCEZAM1079G07.g;GS1_SS_21532_01367;SCEZAM1079G07.g_SS;SS;6,767;7,4411;;;;;6,8095;7,0526;;;7,198;7,5376;;;6,4608;7,1639;;;;7,1528;5,4298;6,4851;6,6348;;5,8716;;6,643;7,4917;;
SCCCFL5002E04.g;GS1_SS_21534_01426;SCCCFL5002E04.g_SS;SS;12,1484;12,3946;10,9967;10,7468;11,0989;10,8929;12,1879;12,2137;10,8448;10,8563;12,0311;12,0337;10,5789;11,2645;12,1183;12,152;11,0098;10,7877;11,7673;12,1188;11,1188;11,1208;11,529;11,4669;11,6328;11,5895;12,1083;12,0938;11,7088;11,3136
SCEZLB1010E07.g;GS1_AS_04591_05059;SCEZLB1010E07.g_AS;AS;;;;;;;;;;6,7092;;;;;;;;;;;;6,5076;;;;;;;;
SCRLFL4028F08.g;GS1_SS_21525_12874;SCRLFL4028F08.g_SS;SS;6,8649;7,3694;6,7456;;7,476;7,8606;7,8642;7,7788;6,5302;7,2389;8,3192;7,9131;7,4368;7,4433;7,109;7,1898;;;7,6038;7,937;7,3308;7,4426;7,2907;;6,8392;;7,4224;7,8758;7,6033;7,5147
SCBGRT1047G10.g;GS1_AS_00614_14930;SCBGRT1047G10.g_AS;AS;;;6,8758;;6,3926;6,8836;;;;;;;6,8497;7,4474;;;6,4316;;7,9414;;;7,8166;6,4014;;;;;;6,6904;6,5137
SCCCLB1C05C09.g;GS1_AS_04579_20170;SCCCLB1C05C09.g_AS;AS;;;;;6,79;;;;;;;;7,4449;7,8895;;;6,3017;;;;;8,2211;;;;;5,899;;7,3141;7,1454
SCRLSB1044E01.g;GS1_SS_21526_15823;SCRLSB1044E01.g_SS;SS;11,6564;11,878;11,811;11,606;7,6234;7,7527;11,4738;11,5898;11,4833;11,4644;11,2533;11,2126;8,3586;8,7067;11,9862;13,0488;12,805;13,1796;12,1101;12,263;8,4793;8,8325;12,1976;12,7377;12,1776;12,6765;11,7272;11,5258;8,9709;8,8926
SCCCLR1078E06.g;GS1_SS_21529_08489;SCCCLR1078E06.g_SS;SS;10,4684;10,756;9,125;9,4858;8,0111;8,7721;10,4584;10,712;9,0542;9,7362;10,5756;10,488;7,6904;8,5626;10,3921;10,842;9,3034;9,3894;10,396;10,6915;8,9656;8,7376;10,9932;10,1228;9,7384;9,995;10,6714;10,8705;8,937;9,1206
SCQGAM2028B11.g;GS1_AS_04595_07303;SCQGAM2028B11.g_AS;AS;;;;;;;;;;;;;;6,1974;;;;;;;;6,7262;;;;;;;;
SCRLFL4029G02.g;GS1_SS_21531_21847;SCRLFL4029G02.g_SS;SS;12,5317;11,5831;10,9282;10,9516;10,2096;10,7659;11,1921;11,2545;9,8049;10,2286;11,5354;12,0158;10,1;9,899;11,6826;11,2837;11,4545;10,668;10,656;11,6524;9,5172;10,8514;11,3204;12,6298;12,618;13,0746;12,6088;12,9967;9,8628;11,4978
SCCCRZ2C04A09.g;GS1_AS_00613_20734;SCCCRZ2C04A09.g_AS;AS;;;;;6,3851;;;;;;;;;;;;;;;;;6,9012;;;;;;;6,5493;
SCJLLR1103F02.g;GS1_AS_00610_06746;SCJLLR1103F02.g_AS;AS;;;;;6,6594;;;;;;7,2257;7,3298;;7,9403;;;;;;;7,4088;7,7404;;;;;7,3106;7,2372;8,0138;7,5409
SCJFAD1012H12.g;GS1_AS_00599_19555;SCJFAD1012H12.g_AS;AS;;;;;;;;;;;;8,1955;;;;;;;;;;;6,0082;;;7,2524;6,2238;6,8497;;
SCCCAM2001A07.g;GS1_SS_21518_11844;SCCCAM2001A07.g_SS;SS;9,1978;7,8501;8,4903;8,0531;6,2227;;7,4862;7,4322;7,8386;6,83;8,6803;9,1908;;6,1972;7,8706;8,3474;9,1812;8,7826;7,4266;8,7182;5,4284;6,769;7,804;9,8244;9,463;10,2896;9,8565;10,7076;;6,7243
SCEQRT2093F09.g;GS1_AS_00589_05991;SCEQRT2093F09.g_AS;AS;;;;;;;;;;;6,2766;;;;;;;;6,985;7,1081;;;;;;;6,8918;;;
SCCCCL3003E05.b;GS1_SS_21516_12060;SCCCCL3003E05.b_SS;SS;13,1218;13,2438;12,3888;12,393;12,1781;12,4845;12,8672;12,896;12,1168;12,4149;13,0812;13,1973;11,6297;12,0852;12,5356;13,0907;12,1369;12,4781;12,7428;12,8971;11,7365;11,898;12,6683;12,9375;12,7018;12,8472;13,0253;13,1378;12,67;12,35
SCCCLR1024F10.g;GS1_AS_00586_15865;SCCCLR1024F10.g_AS;AS;;;;;6,1884;;;;;;;;;;;;;;;;;6,7163;;;;;;;;
SCBFAM2025E12.g;GS1_SS_21523_09567;SCBFAM2025E12.g_SS;SS;5,4952;;8,548;7,6036;;;;;8,8172;7,4889;10,302;9,2376;;;;;8,1552;8,8687;10,9952;10,9508;;6,1983;;;8,3606;9,6622;8,8843;8,854;6,0596;
SCCCAM2002D05.g;GS1_AS_04560_20330;SCCCAM2002D05.g_AS;AS;;;;;7,0042;;;;;;;;6,9408;6,8764;;;;;;;;7,6708;;;5,6916;;;;7,0074;6,5898
SCCCRZ2002B10.g;GS1_SS_21522_01591;SCCCRZ2002B10.g_SS;SS;12,2082;12,2606;12,6216;12,465;11,4537;11,8148;12,2766;12,2097;12,4501;12,3961;13,6217;13,16;11,205;11,9714;11,6847;12,5293;12,3078;12,8164;13,3864;13,765;11,7654;12,0759;12,1693;12,3172;12,2107;12,6457;13,2562;13,633;11,9244;11,8235
